"Year","Month","Global_Avg_1","Global_Avg_Unc_1","Global_Avg_5","Global_Avg_Unc_5","Global_Avg_10","Global_Avg_Unc_10"
1981,10,8.825,0.041,8.9,0.035,8.808,0.021
1981,11,8.811,0.045,8.914,0.035,8.811,0.021
1981,12,8.771,0.052,8.913,0.037,8.812,0.02
1982,1,8.757,0.054,8.919,0.037,8.817,0.02
1982,2,8.695,0.058,8.921,0.037,8.823,0.02
1982,3,8.682,0.05,8.917,0.038,8.819,0.02
1982,4,8.671,0.051,8.914,0.039,8.817,0.02
1982,5,8.649,0.047,8.906,0.039,8.815,0.02
1982,6,8.635,0.043,8.883,0.039,8.815,0.02
1982,7,8.708,0.038,8.885,0.038,8.817,0.021
1982,8,8.753,0.032,8.868,0.037,8.816,0.02
1982,9,8.819,0.03,8.87,0.034,8.821,0.02
1982,10,8.839,0.029,8.865,0.033,8.825,0.02
1982,11,8.87,0.028,8.859,0.032,8.821,0.02
1982,12,8.887,0.029,8.86,0.03,8.827,0.019
1983,1,8.875,0.026,8.847,0.027,8.833,0.019
1983,2,8.917,0.022,8.845,0.024,8.833,0.019
1983,3,8.973,0.028,8.839,0.025,8.836,0.019
1983,4,8.994,0.034,8.836,0.024,8.838,0.019
1983,5,9.059,0.033,8.824,0.024,8.842,0.02
1983,6,9.018,0.038,8.821,0.022,8.849,0.02
1983,7,8.975,0.039,8.813,0.023,8.852,0.019
1983,8,8.913,0.04,8.812,0.023,8.863,0.019
1983,9,8.913,0.038,8.806,0.022,8.869,0.018
1983,10,8.889,0.043,8.805,0.022,8.874,0.018
1983,11,8.911,0.039,8.807,0.023,8.874,0.018
1983,12,8.901,0.037,8.801,0.022,8.879,0.017
1984,1,8.902,0.033,8.794,0.021,8.879,0.017
1984,2,8.872,0.032,8.785,0.021,8.886,0.017
1984,3,8.815,0.025,8.779,0.019,8.889,0.017
1984,4,8.806,0.023,8.779,0.02,8.891,0.017
1984,5,8.728,0.021,8.774,0.018,8.892,0.017
1984,6,8.671,0.017,8.762,0.018,8.893,0.018
1984,7,8.678,0.019,8.772,0.016,8.897,0.019
1984,8,8.644,0.019,8.786,0.015,8.9,0.021
1984,9,8.625,0.017,8.793,0.015,8.901,0.022
1984,10,8.642,0.02,8.795,0.015,8.903,0.022
1984,11,8.595,0.019,8.798,0.015,8.903,0.023
1984,12,8.615,0.03,8.809,0.014,8.902,0.023
1985,1,8.577,0.028,8.814,0.014,8.904,0.023
1985,2,8.587,0.034,8.816,0.013,8.905,0.023
1985,3,8.58,0.034,8.823,0.013,8.916,0.022
1985,4,8.578,0.034,8.83,0.012,8.918,0.02
1985,5,8.592,0.037,8.831,0.013,8.919,0.019
1985,6,8.647,0.035,8.834,0.013,8.922,0.019
1985,7,8.671,0.032,8.835,0.013,8.922,0.018
1985,8,8.781,0.033,8.828,0.013,8.921,0.016
1985,9,8.812,0.033,8.832,0.013,8.921,0.016
1985,10,8.832,0.03,8.837,0.012,8.923,0.016
1985,11,8.846,0.036,8.84,0.011,8.925,0.016
1985,12,8.831,0.026,8.85,0.01,8.929,0.016
1986,1,8.859,0.022,8.856,0.009,8.924,0.017
1986,2,8.853,0.014,8.86,0.009,8.924,0.017
1986,3,8.846,0.011,8.86,0.008,8.919,0.016
1986,4,8.845,0.012,8.869,0.008,8.922,0.017
1986,5,8.842,0.015,8.861,0.008,8.923,0.017
1986,6,8.84,0.013,8.87,0.007,8.928,0.017
1986,7,8.826,0.016,8.866,0.007,8.93,0.017
1986,8,8.839,0.018,8.875,0.007,8.928,0.017
1986,9,8.796,0.017,8.877,0.007,8.932,0.016
1986,10,8.773,0.019,8.882,0.008,8.935,0.016
1986,11,8.767,0.022,8.87,0.008,8.937,0.016
1986,12,8.81,0.018,8.872,0.009,8.933,0.016
1987,1,8.858,0.02,8.876,0.007,8.942,0.015
1987,2,8.852,0.015,8.879,0.008,8.947,0.015
1987,3,8.904,0.017,8.886,0.009,8.955,0.015
1987,4,8.928,0.02,8.892,0.008,8.956,0.016
1987,5,8.936,0.017,8.899,0.009,8.958,0.015
1987,6,8.995,0.017,8.92,0.009,8.961,0.015
1987,7,9.022,0.017,8.924,0.01,8.957,0.014
1987,8,8.962,0.014,8.941,0.011,8.957,0.014
1987,9,9.016,0.017,8.963,0.011,8.954,0.014
1987,10,9.051,0.018,8.972,0.011,8.955,0.016
1987,11,9.079,0.02,8.979,0.01,8.954,0.016
1987,12,9.093,0.021,8.984,0.011,8.952,0.014
1988,1,9.084,0.023,8.997,0.01,8.95,0.015
1988,2,9.136,0.02,8.998,0.011,8.95,0.015
1988,3,9.157,0.019,9.003,0.009,8.952,0.015
1988,4,9.187,0.021,9.011,0.01,8.952,0.015
1988,5,9.207,0.023,9.026,0.012,8.95,0.014
1988,6,9.197,0.025,9.036,0.014,8.95,0.013
1988,7,9.133,0.025,9.035,0.014,8.952,0.013
1988,8,9.149,0.025,9.036,0.015,8.948,0.013
1988,9,9.138,0.026,9.033,0.014,8.942,0.012
1988,10,9.113,0.022,9.039,0.015,8.943,0.012
1988,11,9.064,0.023,9.04,0.016,8.934,0.012
1988,12,9.012,0.024,9.054,0.016,8.936,0.012
1989,1,9,0.016,9.066,0.017,8.937,0.012
1989,2,8.968,0.03,9.071,0.017,8.935,0.013
1989,3,8.942,0.039,9.085,0.016,8.935,0.013
1989,4,8.924,0.041,9.092,0.017,8.94,0.013
1989,5,8.915,0.042,9.1,0.018,8.938,0.013
1989,6,8.923,0.05,9.105,0.018,8.944,0.013
1989,7,8.968,0.057,9.112,0.02,8.947,0.013
1989,8,8.973,0.06,9.108,0.02,8.947,0.013
1989,9,9.051,0.057,9.118,0.02,8.951,0.012
1989,10,9.09,0.058,9.118,0.021,8.956,0.012
1989,11,9.138,0.056,9.118,0.02,8.964,0.012
1989,12,9.173,0.065,9.113,0.02,8.972,0.012
1990,1,9.186,0.051,9.1,0.019,8.977,0.012
1990,2,9.182,0.027,9.098,0.021,8.993,0.013
1990,3,9.165,0.019,9.084,0.022,8.998,0.013
1990,4,9.173,0.027,9.08,0.025,9.001,0.012
1990,5,9.23,0.029,9.076,0.025,9.002,0.012
1990,6,9.226,0.028,9.069,0.023,9.007,0.011
1990,7,9.226,0.026,9.066,0.024,9.016,0.011
1990,8,9.259,0.024,9.072,0.025,9.021,0.011
1990,9,9.162,0.025,9.072,0.024,9.026,0.011
1990,10,9.17,0.028,9.066,0.024,9.033,0.011
1990,11,9.151,0.037,9.06,0.024,9.039,0.011
1990,12,9.184,0.028,9.051,0.024,9.041,0.011
1991,1,9.202,0.034,9.048,0.024,9.038,0.011
1991,2,9.219,0.036,9.036,0.024,9.038,0.011
1991,3,9.257,0.037,9.023,0.024,9.036,0.011
1991,4,9.25,0.033,9.017,0.026,9.034,0.011
1991,5,9.211,0.029,9.007,0.026,9.034,0.01
1991,6,9.184,0.026,9.002,0.026,9.036,0.01
1991,7,9.212,0.027,9.007,0.027,9.041,0.01
1991,8,9.195,0.029,8.994,0.027,9.046,0.01
1991,9,9.223,0.023,8.993,0.027,9.05,0.01
1991,10,9.165,0.031,8.998,0.027,9.051,0.011
1991,11,9.159,0.027,9.005,0.027,9.056,0.011
1991,12,9.101,0.032,9.017,0.026,9.06,0.011
1992,1,9.03,0.027,9.018,0.025,9.06,0.012
1992,2,8.984,0.028,9.015,0.02,9.057,0.012
1992,3,8.899,0.034,9.016,0.019,9.063,0.012
1992,4,8.865,0.045,9.02,0.019,9.065,0.012
1992,5,8.818,0.045,9.03,0.019,9.065,0.012
1992,6,8.816,0.034,9.024,0.019,9.067,0.012
1992,7,8.79,0.039,9.03,0.018,9.064,0.011
1992,8,8.783,0.038,9.046,0.018,9.066,0.012
1992,9,8.783,0.042,9.033,0.018,9.068,0.012
1992,10,8.793,0.035,9.03,0.018,9.072,0.012
1992,11,8.788,0.035,9.026,0.018,9.079,0.012
1992,12,8.784,0.032,9.03,0.017,9.078,0.012
1993,1,8.82,0.031,9.035,0.017,9.077,0.012
1993,2,8.825,0.028,9.044,0.018,9.089,0.012
1993,3,8.851,0.03,9.05,0.018,9.09,0.011
1993,4,8.873,0.037,9.054,0.018,9.092,0.011
1993,5,8.862,0.035,9.052,0.017,9.096,0.012
1993,6,8.861,0.033,9.047,0.017,9.1,0.012
1993,7,8.841,0.031,9.041,0.017,9.104,0.012
1993,8,8.76,0.03,9.039,0.016,9.107,0.012
1993,9,8.746,0.028,9.039,0.016,9.107,0.012
1993,10,8.774,0.028,9.029,0.016,9.106,0.012
1993,11,8.791,0.026,9.028,0.016,9.107,0.012
1993,12,8.842,0.024,9.018,0.017,9.11,0.012
1994,1,8.852,0.025,9.015,0.017,9.117,0.012
1994,2,8.863,0.023,9.02,0.017,9.126,0.012
1994,3,8.91,0.023,9.014,0.016,9.124,0.012
1994,4,8.941,0.023,9.01,0.017,9.124,0.011
1994,5,9.03,0.024,9.011,0.017,9.128,0.011
1994,6,9.035,0.026,9.015,0.017,9.132,0.011
1994,7,9.079,0.024,9.008,0.017,9.134,0.011
1994,8,9.232,0.027,9.006,0.018,9.136,0.01
1994,9,9.25,0.03,9.007,0.018,9.138,0.01
1994,10,9.248,0.028,9.012,0.018,9.14,0.01
1994,11,9.239,0.023,9.012,0.018,9.143,0.01
1994,12,9.239,0.025,9.021,0.018,9.144,0.01
1995,1,9.274,0.024,9.028,0.018,9.142,0.01
1995,2,9.329,0.025,9.035,0.017,9.146,0.011
1995,3,9.333,0.025,9.052,0.017,9.141,0.011
1995,4,9.341,0.024,9.065,0.019,9.145,0.011
1995,5,9.337,0.027,9.081,0.019,9.145,0.011
1995,6,9.339,0.028,9.087,0.019,9.146,0.012
1995,7,9.283,0.03,9.089,0.019,9.147,0.012
1995,8,9.226,0.032,9.106,0.019,9.15,0.012
1995,9,9.192,0.031,9.108,0.018,9.153,0.012
1995,10,9.166,0.032,9.119,0.019,9.15,0.012
1995,11,9.165,0.032,9.132,0.019,9.145,0.013
1995,12,9.124,0.028,9.148,0.019,9.14,0.013
1996,1,9.102,0.027,9.161,0.019,9.141,0.013
1996,2,9.099,0.026,9.178,0.018,9.138,0.013
1996,3,9.078,0.023,9.19,0.018,9.143,0.014
1996,4,9.029,0.022,9.196,0.018,9.143,0.014
1996,5,9.01,0.02,9.207,0.018,9.149,0.015
1996,6,9.026,0.018,9.218,0.018,9.147,0.015
1996,7,9.049,0.016,9.227,0.018,9.148,0.015
1996,8,9.031,0.018,9.258,0.019,9.149,0.016
1996,9,9.063,0.018,9.254,0.019,9.149,0.016
1996,10,9.079,0.019,9.25,0.019,9.15,0.016
1996,11,9.079,0.02,9.25,0.019,9.158,0.016
1996,12,9.117,0.02,9.248,0.019,9.161,0.016
1997,1,9.09,0.018,9.25,0.019,9.165,0.016
1997,2,9.06,0.02,9.257,0.019,9.172,0.017
1997,3,9.088,0.02,9.26,0.019,9.179,0.017
1997,4,9.139,0.02,9.26,0.019,9.184,0.018
1997,5,9.166,0.022,9.256,0.019,9.19,0.017
1997,6,9.175,0.024,9.264,0.02,9.194,0.018
1997,7,9.194,0.023,9.254,0.02,9.204,0.018
1997,8,9.282,0.024,9.246,0.021,9.211,0.018
1997,9,9.287,0.022,9.25,0.021,9.222,0.018
1997,10,9.327,0.033,9.259,0.022,9.227,0.02
1997,11,9.385,0.031,9.264,0.022,9.236,0.02
1997,12,9.419,0.029,9.262,0.02,9.236,0.019
1998,1,9.487,0.03,9.258,0.02,9.242,0.02
1998,2,9.542,0.032,9.256,0.02,9.245,0.02
1998,3,9.542,0.032,9.256,0.02,9.246,0.02
1998,4,9.528,0.033,9.245,0.021,9.25,0.02
1998,5,9.492,0.03,9.237,0.021,9.255,0.02
1998,6,9.515,0.029,9.233,0.022,9.259,0.02
1998,7,9.532,0.029,9.241,0.022,9.263,0.019
1998,8,9.518,0.029,9.237,0.022,9.269,0.02
1998,9,9.478,0.029,9.248,0.022,9.277,0.019
1998,10,9.432,0.024,9.257,0.022,9.284,0.02
1998,11,9.382,0.028,9.269,0.022,9.292,0.02
1998,12,9.341,0.03,9.276,0.023,9.301,0.02
1999,1,9.299,0.029,9.281,0.024,9.305,0.02
1999,2,9.254,0.028,9.278,0.023,9.319,0.021
1999,3,9.259,0.028,9.284,0.024,9.324,0.021
1999,4,9.261,0.028,9.291,0.024,9.326,0.021
1999,5,9.278,0.029,9.304,0.024,9.324,0.02
1999,6,9.266,0.029,9.307,0.024,9.322,0.02
1999,7,9.214,0.028,9.321,0.024,9.319,0.02
1999,8,9.173,0.028,9.337,0.024,9.321,0.02
1999,9,9.229,0.031,9.351,0.025,9.321,0.02
1999,10,9.293,0.032,9.356,0.026,9.323,0.02
1999,11,9.309,0.035,9.368,0.026,9.327,0.02
1999,12,9.31,0.031,9.367,0.026,9.328,0.02
2000,1,9.311,0.031,9.381,0.026,9.331,0.021
2000,2,9.326,0.034,9.386,0.026,9.325,0.021
2000,3,9.314,0.035,9.392,0.026,9.33,0.021
2000,4,9.27,0.032,9.39,0.026,9.335,0.021
2000,5,9.242,0.035,9.391,0.026,9.34,0.021
2000,6,9.184,0.033,9.385,0.026,9.343,0.02
2000,7,9.218,0.035,9.395,0.026,9.343,0.021
2000,8,9.18,0.031,9.383,0.026,9.342,0.021
2000,9,9.182,0.03,9.384,0.026,9.348,0.02
2000,10,9.156,0.03,9.381,0.025,9.353,0.02
2000,11,9.19,0.028,9.379,0.025,9.358,0.02
2000,12,9.192,0.032,9.37,0.024,9.365,0.02
2001,1,9.217,0.034,9.364,0.024,9.368,0.021
2001,2,9.207,0.03,9.36,0.025,9.372,0.021
2001,3,9.22,0.031,9.364,0.025,9.378,0.021
2001,4,9.255,0.032,9.372,0.024,9.381,0.021
2001,5,9.34,0.029,9.376,0.024,9.383,0.021
2001,6,9.394,0.027,9.383,0.024,9.389,0.021
2001,7,9.45,0.025,9.383,0.025,9.391,0.021
2001,8,9.531,0.028,9.38,0.025,9.394,0.021
2001,9,9.576,0.029,9.393,0.026,9.398,0.021
2001,10,9.575,0.03,9.401,0.025,9.405,0.021
2001,11,9.573,0.028,9.398,0.025,9.409,0.021
2001,12,9.574,0.027,9.396,0.025,9.415,0.022
2002,1,9.591,0.026,9.387,0.025,9.427,0.022
2002,2,9.602,0.031,9.384,0.025,9.431,0.022
2002,3,9.624,0.029,9.383,0.026,9.434,0.022
2002,4,9.634,0.032,9.386,0.025,9.442,0.023
2002,5,9.602,0.033,9.398,0.025,9.45,0.023
2002,6,9.565,0.034,9.393,0.025,9.452,0.023
2002,7,9.562,0.032,9.407,0.025,9.458,0.023
2002,8,9.513,0.032,9.403,0.024,9.462,0.023
2002,9,9.453,0.031,9.409,0.024,9.465,0.023
2002,10,9.448,0.028,9.41,0.024,9.467,0.023
2002,11,9.439,0.029,9.416,0.023,9.469,0.022
2002,12,9.433,0.026,9.423,0.024,9.47,0.023
2003,1,9.403,0.027,9.429,0.024,9.466,0.023
2003,2,9.412,0.025,9.429,0.023,9.456,0.022
2003,3,9.405,0.027,9.44,0.023,9.463,0.022
2003,4,9.439,0.025,9.46,0.023,9.463,0.022
2003,5,9.419,0.024,9.479,0.023,9.46,0.022
2003,6,9.507,0.023,9.496,0.023,9.457,0.022
2003,7,9.47,0.027,9.495,0.023,9.456,0.022
2003,8,9.502,0.026,9.506,0.023,9.451,0.022
2003,9,9.526,0.026,9.508,0.023,9.452,0.022
2003,10,9.533,0.031,9.505,0.023,9.457,0.021
2003,11,9.48,0.031,9.497,0.024,9.464,0.021
2003,12,9.471,0.032,9.503,0.023,9.461,0.021
2004,1,9.414,0.032,9.501,0.023,9.462,0.021
2004,2,9.374,0.031,9.509,0.022,9.458,0.022
2004,3,9.351,0.034,9.512,0.022,9.462,0.022
2004,4,9.332,0.033,9.52,0.022,9.467,0.021
2004,5,9.385,0.033,9.514,0.022,9.471,0.021
2004,6,9.314,0.035,9.523,0.023,9.473,0.021
2004,7,9.335,0.035,9.532,0.023,9.477,0.021
2004,8,9.29,0.038,9.524,0.023,9.48,0.021
2004,9,9.309,0.038,9.518,0.023,9.484,0.021
2004,10,9.337,0.035,9.528,0.023,9.485,0.021
2004,11,9.397,0.03,9.532,0.024,9.489,0.021
2004,12,9.446,0.032,9.537,0.023,9.487,0.021
2005,1,9.52,0.03,9.535,0.023,9.493,0.021
2005,2,9.548,0.03,9.538,0.022,9.495,0.021
2005,3,9.6,0.026,9.538,0.022,9.499,0.021
2005,4,9.64,0.028,9.544,0.022,9.5,0.021
2005,5,9.649,0.025,9.547,0.022,9.505,0.02
2005,6,9.699,0.024,9.555,0.022,9.508,0.02
2005,7,9.656,0.024,9.536,0.022,9.511,0.02
2005,8,9.696,0.024,9.528,0.022,9.513,0.02
2005,9,9.677,0.022,9.542,0.022,9.516,0.02
2005,10,9.632,0.025,9.544,0.023,9.524,0.02
2005,11,9.593,0.027,9.542,0.023,9.534,0.02
2005,12,9.592,0.024,9.544,0.023,9.538,0.02
2006,1,9.577,0.025,9.547,0.023,9.537,0.02
2006,2,9.61,0.022,9.542,0.023,9.537,0.021
2006,3,9.583,0.022,9.541,0.022,9.536,0.021
2006,4,9.556,0.022,9.542,0.022,9.538,0.021
2006,5,9.515,0.023,9.551,0.022,9.536,0.02
2006,6,9.527,0.023,9.539,0.022,9.538,0.02
2006,7,9.636,0.024,9.542,0.022,9.541,0.02
2006,8,9.621,0.023,9.535,0.022,9.547,0.02
2006,9,9.627,0.025,9.532,0.022,9.549,0.019
2006,10,9.688,0.025,9.533,0.022,9.553,0.019
2006,11,9.752,0.023,9.544,0.022,9.549,0.019
2006,12,9.742,0.023,9.55,0.022,9.55,0.02
2007,1,9.762,0.02,9.566,0.022,9.543,0.02
2007,2,9.749,0.025,9.575,0.022,9.534,0.021
2007,3,9.753,0.025,9.584,0.021,9.527,0.02
2007,4,9.753,0.027,9.584,0.022,9.531,0.02
2007,5,9.765,0.027,9.58,0.021,9.533,0.02
2007,6,9.726,0.028,9.581,0.022,9.536,0.02
2007,7,9.583,0.025,9.579,0.021,9.534,0.02
2007,8,9.532,0.028,9.586,0.021,9.536,0.02
2007,9,9.572,0.027,9.589,0.021,9.536,0.02
2007,10,9.53,0.027,9.591,0.021,9.539,0.02
2007,11,9.488,0.024,9.594,0.021,9.541,0.02
2007,12,9.471,0.022,9.593,0.021,9.541,0.021
2008,1,9.464,0.025,9.592,0.021,9.539,0.021
2008,2,9.43,0.025,9.597,0.021,9.539,0.021
2008,3,9.418,0.026,9.591,0.021,9.541,0.021
2008,4,9.428,0.026,9.588,0.021,9.539,0.021
2008,5,9.44,0.027,9.589,0.02,9.54,0.021
2008,6,9.43,0.027,9.58,0.02,9.544,0.022
2008,7,9.497,0.027,9.58,0.021,9.544,0.022
2008,8,9.538,0.026,9.568,0.021,9.545,0.022
2008,9,9.473,0.028,9.564,0.022,9.548,0.022
2008,10,9.476,0.028,9.571,0.021,9.547,0.022
2008,11,9.487,0.031,9.575,0.021,9.553,0.022
2008,12,9.498,0.035,9.573,0.02,9.549,0.023
2009,1,9.509,0.036,9.582,0.021,9.551,0.023
2009,2,9.539,0.032,9.585,0.022,9.543,0.023
2009,3,9.57,0.033,9.585,0.022,9.543,0.023
2009,4,9.544,0.031,9.586,0.022,9.546,0.023
2009,5,9.529,0.03,9.584,0.022,9.554,0.023
2009,6,9.521,0.034,9.578,0.022,9.557,0.023
2009,7,9.522,0.032,9.554,0.022,9.562,0.022
2009,8,9.545,0.032,9.543,0.023,9.568,0.022
2009,9,9.596,0.032,9.536,0.023,9.572,0.022
2009,10,9.627,0.032,9.534,0.023,9.574,0.022
2009,11,9.649,0.033,9.534,0.022,9.569,0.022
2009,12,9.66,0.03,9.536,0.022,9.574,0.022
2010,1,9.65,0.03,9.534,0.022,9.575,0.022
2010,2,9.656,0.032,9.533,0.022,9.581,0.022
2010,3,9.634,0.032,9.534,0.022,9.582,0.022
2010,4,9.661,0.033,9.535,0.022,9.58,0.022
2010,5,9.697,0.032,9.535,0.023,9.581,0.023
2010,6,9.694,0.029,9.528,0.023,9.581,0.023
2010,7,9.661,0.028,9.541,0.023,9.58,0.023
2010,8,9.605,0.027,9.55,0.023,9.582,0.023
2010,9,9.552,0.027,9.539,0.023,9.58,0.023
2010,10,9.535,0.026,9.535,0.023,9.582,0.023
2010,11,9.496,0.027,9.537,0.023,9.582,0.023
2010,12,9.495,0.028,9.544,0.024,9.587,0.023
2011,1,9.524,0.029,9.542,0.024,9.595,0.023
2011,2,9.549,0.029,9.549,0.023,9.603,0.024
2011,3,9.549,0.027,9.555,0.024,9.612,0.024
2011,4,9.543,0.029,9.552,0.024,9.621,0.024
2011,5,9.487,0.028,9.555,0.024,9.629,0.024
2011,6,9.518,0.027,9.56,0.025,9.628,0.024
2011,7,9.505,0.027,9.56,0.025,9.63,0.024
2011,8,9.494,0.03,9.55,0.026,9.633,0.025
2011,9,9.487,0.029,9.554,0.026,9.636,0.025
2011,10,9.5,0.029,9.558,0.026,9.635,0.025
2011,11,9.55,0.029,9.565,0.025,9.638,0.025
2011,12,9.557,0.029,9.565,0.025,9.637,0.025
2012,1,9.522,0.027,9.558,0.025,9.634,0.025
2012,2,9.49,0.03,9.561,0.025,9.64,0.025
2012,3,9.497,0.032,9.56,0.026,9.646,0.025
2012,4,9.499,0.032,9.564,0.026,9.644,0.025
2012,5,9.524,0.034,9.558,0.026,9.645,0.025
2012,6,9.474,0.035,9.568,0.026,9.644,0.025
2012,7,9.52,0.035,9.571,0.026,9.645,0.025
2012,8,9.569,0.03,9.575,0.026,9.647,0.025
2012,9,9.587,0.028,9.575,0.027,9.647,0.025
2012,10,9.536,0.028,9.569,0.027,9.649,0.026
2012,11,9.504,0.024,9.568,0.027,9.65,0.026
2012,12,9.511,0.024,9.569,0.028,9.655,0.026
2013,1,9.503,0.027,9.568,0.028,9.663,0.027
2013,2,9.511,0.03,9.568,0.029,9.668,0.027
2013,3,9.525,0.034,9.569,0.029,9.666,0.027
2013,4,9.513,0.032,9.575,0.029,9.67,0.027
2013,5,9.537,0.031,9.574,0.03,9.673,0.028
2013,6,9.59,0.034,9.594,0.031,9.676,0.028
2013,7,9.594,0.034,9.61,0.03,9.678,0.028
2013,8,9.538,0.036,9.637,0.03,9.683,0.028
2013,9,9.549,0.037,9.661,0.031,9.684,0.028
2013,10,9.595,0.036,9.672,0.031,9.685,0.029
2013,11,9.623,0.038,9.682,0.031,9.683,0.029
2013,12,9.601,0.038,9.682,0.03,9.687,0.029
2014,1,9.591,0.036,9.678,0.03,9.689,0.029
2014,2,9.6,0.037,9.682,0.03,9.692,0.03
2014,3,9.594,0.035,9.687,0.031,9.7,0.03
2014,4,9.603,0.035,9.685,0.031,9.705,0.03
2014,5,9.547,0.034,9.692,0.032,9.707,0.03
2014,6,9.562,0.033,9.697,0.032,9.709,0.029
2014,7,9.575,0.032,9.714,0.032,9.71,0.03
2014,8,9.67,0.031,9.736,0.031,9.712,0.03
2014,9,9.702,0.03,9.755,0.031,9.713,0.03
2014,10,9.68,0.031,9.755,0.031,9.718,0.03
2014,11,9.665,0.029,9.756,0.031,9.72,0.03
2014,12,9.682,0.031,9.753,0.03,9.729,0.03
2015,1,9.698,0.034,9.757,0.031,9.737,0.03
2015,2,9.689,0.032,9.76,0.031,9.744,0.031
2015,3,9.681,0.03,9.761,0.031,9.747,0.031
2015,4,9.717,0.03,9.764,0.032,9.75,0.031
2015,5,9.775,0.032,9.765,0.032,9.751,0.032
2015,6,9.827,0.037,9.783,0.032,9.754,0.032
2015,7,9.854,0.036,9.784,0.033,9.756,0.032
2015,8,9.916,0.036,9.786,0.034,9.758,0.033
2015,9,9.979,0.039,9.794,0.034,9.763,0.033
2015,10,10.047,0.042,9.805,0.034,9.763,0.033
2015,11,10.071,0.042,9.808,0.035,9.765,0.033
2015,12,10.059,0.037,9.807,0.035,9.77,0.033
2016,1,10.078,0.036,9.815,0.036,9.774,0.033
2016,2,10.12,0.038,9.816,0.036,9.776,0.032
2016,3,10.137,0.036,9.812,0.035,9.781,0.032
2016,4,10.093,0.038,9.819,0.036,9.781,0.032
2016,5,10.075,0.041,9.811,0.035,9.784,0.032
2016,6,10.029,0.037,9.814,0.036,9.786,0.032
2016,7,10.025,0.036,9.818,0.036,9.787,0.032
2016,8,9.989,0.034,9.834,0.037,9.787,0.032
2016,9,9.96,0.03,9.847,0.037,9.791,0.032
2016,10,9.918,0.029,9.852,0.037,9.794,0.033
2016,11,9.917,0.031,9.849,0.036,9.799,0.033
2016,12,9.909,0.032,9.852,0.036,9.802,0.033
2017,1,9.913,0.037,9.862,0.036,9.809,0.033
2017,2,9.882,0.037,9.863,0.037,NA,NA
2017,3,9.869,0.035,9.866,0.037,NA,NA
2017,4,9.894,0.037,9.872,0.037,NA,NA
2017,5,9.889,0.038,9.882,0.036,NA,NA
2017,6,9.906,0.035,9.89,0.037,NA,NA
2017,7,9.872,0.038,9.902,0.036,NA,NA
2017,8,9.818,0.041,9.913,0.036,NA,NA
2017,9,9.779,0.043,9.919,0.036,NA,NA
2017,10,9.782,0.043,9.93,0.036,NA,NA
2017,11,9.767,0.047,9.935,0.037,NA,NA
2017,12,9.785,0.052,9.938,0.037,NA,NA
2018,1,9.796,0.051,9.945,0.037,NA,NA
2018,2,9.789,0.053,9.948,0.038,NA,NA
2018,3,9.78,0.052,9.956,0.038,NA,NA
2018,4,9.787,0.051,9.951,0.038,NA,NA
2018,5,9.766,0.049,9.957,0.037,NA,NA
2018,6,9.745,0.052,9.945,0.036,NA,NA
2018,7,9.766,0.05,9.938,0.036,NA,NA
2018,8,9.777,0.052,9.914,0.036,NA,NA
2018,9,9.814,0.052,9.901,0.036,NA,NA
2018,10,9.83,0.053,9.889,0.035,NA,NA
2018,11,9.823,0.044,9.886,0.035,NA,NA
2018,12,9.826,0.041,9.89,0.036,NA,NA
2019,1,9.826,0.042,9.896,0.036,NA,NA
2019,2,9.835,0.042,9.892,0.036,NA,NA
2019,3,9.862,0.044,9.895,0.036,NA,NA
2019,4,9.87,0.043,9.904,0.036,NA,NA
2019,5,9.903,0.045,9.907,0.036,NA,NA
2019,6,9.945,0.048,9.907,0.035,NA,NA
2019,7,9.994,0.048,9.904,0.035,NA,NA
2019,8,10.066,0.046,NA,NA,NA,NA
2019,9,10.061,0.044,NA,NA,NA,NA
2019,10,10.073,0.04,NA,NA,NA,NA
2019,11,10.096,0.039,NA,NA,NA,NA
2019,12,10.109,0.041,NA,NA,NA,NA
2020,1,10.112,0.042,NA,NA,NA,NA
2020,2,10.113,0.041,NA,NA,NA,NA
2020,3,10.132,0.039,NA,NA,NA,NA
2020,4,10.109,0.039,NA,NA,NA,NA
2020,5,10.149,0.037,NA,NA,NA,NA
2020,6,10.099,0.036,NA,NA,NA,NA
2020,7,10.034,0.036,NA,NA,NA,NA
2020,8,9.921,0.037,NA,NA,NA,NA
2020,9,9.89,0.037,NA,NA,NA,NA
2020,10,9.845,0.036,NA,NA,NA,NA
2020,11,9.825,0.034,NA,NA,NA,NA
2020,12,9.822,0.035,NA,NA,NA,NA
